path	n_cols	n_lines	sampled_line	line_text
https://pdf.swedeb.se/valtiopaivat-records-pdf/1863-1864/prot_1863-1864_borgare_III/prot_1863-1864_borgare_III-0365.pdf	1	37	35	Herr Tengström: Vid § 15 ville jag anmärka, att
https://pdf.swedeb.se/valtiopaivat-records-pdf/1863-1864/prot_1863-1864_borgare_II/prot_1863-1864_borgare_II-0013.pdf	1	37	14	b) Lagutskottets betänkande N:o 10, i anledning af
https://pdf.swedeb.se/valtiopaivat-records-pdf/1863-1864/prot_1863-1864_borgare_II/prot_1863-1864_borgare_II-0013.pdf	1	37	19	upphäfvande af indigenatsrätten för läroståndet inom lan-
https://pdf.swedeb.se/valtiopaivat-records-pdf/1863-1864/prot_1863-1864_borgare_II/prot_1863-1864_borgare_II-0013.pdf	1	37	25	Beslöts till bordläggning af nämnde fyra betänkanden
https://pdf.swedeb.se/valtiopaivat-records-pdf/1863-1864/prot_1863-1864_borgare_II/prot_1863-1864_borgare_II-0376.pdf	1	37	10	brukar vare likväl behörig att, utan särskildt bemyndigan-
https://pdf.swedeb.se/valtiopaivat-records-pdf/1863-1864/prot_1863-1864_borgare_II/prot_1863-1864_borgare_II-0376.pdf	1	37	12	Ofvanstående proposition antogs af ståndet enhälligt;
https://pdf.swedeb.se/valtiopaivat-records-pdf/1863-1864/prot_1863-1864_borgare_II/prot_1863-1864_borgare_II-0376.pdf	1	37	22	enligt talarens åsigt, det ej funnes minsta skäl att förmena
https://pdf.swedeb.se/valtiopaivat-records-pdf/1863-1864/prot_1863-1864_praster_II/prot_1863-1864_praster_II-0037.pdf	1	36	8	och intagande uti betänkandet af sista momentet utaf
https://pdf.swedeb.se/valtiopaivat-records-pdf/1863-1864/prot_1863-1864_praster_II/prot_1863-1864_praster_II-0037.pdf	1	36	28	herredagspenningars utgörande äfven från de för prester-
https://pdf.swedeb.se/valtiopaivat-records-pdf/1863-1864/prot_1863-1864_praster_II/prot_1863-1864_praster_II-0037.pdf	1	36	32	statens enke- och pupillkassa under den 9 sistlidne septem-
https://pdf.swedeb.se/valtiopaivat-records-pdf/1863-1864/prot_1863-1864_praster_II/prot_1863-1864_praster_II-0457.pdf	1	36	3	jemväl och isynnerhet för alla sådana lägenheter, som icke
https://pdf.swedeb.se/valtiopaivat-records-pdf/1863-1864/prot_1863-1864_praster_II/prot_1863-1864_praster_II-0457.pdf	1	36	9	läggande och förödande; jag må icke lemna onämndt det
https://pdf.swedeb.se/valtiopaivat-records-pdf/1863-1864/prot_1863-1864_praster_II/prot_1863-1864_praster_II-0457.pdf	1	36	18	skadeersättningar blifva snart ägare icke allenast af den
https://pdf.swedeb.se/valtiopaivat-records-pdf/1863-1864/prot_1863-1864_praster_I/prot_1863-1864_praster_I-0559.pdf	1	37	18	gen i början af betänkandet talades om universitets-, gym-
https://pdf.swedeb.se/valtiopaivat-records-pdf/1863-1864/prot_1863-1864_praster_I/prot_1863-1864_praster_I-0559.pdf	1	37	33	förefallna diskussionen, önskade prosten i korthet uttala
https://pdf.swedeb.se/valtiopaivat-records-pdf/1863-1864/prot_1863-1864_praster_I/prot_1863-1864_praster_I-0559.pdf	1	37	37	debet och kredit blifvit uti detta afseende uppgjord. Detta
https://pdf.swedeb.se/valtiopaivat-records-pdf/1863-1864/prot_1863-1864_prester_III/prot_1863-1864_prester_III-0068.pdf	1	36	1	om dess ersättande genom något annat. Jag anser såle-
https://pdf.swedeb.se/valtiopaivat-records-pdf/1863-1864/prot_1863-1864_prester_III/prot_1863-1864_prester_III-0068.pdf	1	36	7	skas paragraf för paragraf. Första paragrafen handlar
https://pdf.swedeb.se/valtiopaivat-records-pdf/1863-1864/prot_1863-1864_prester_III/prot_1863-1864_prester_III-0068.pdf	1	36	14	en förut fattad öfvertygelse, som ej kan rubbas af någon
https://pdf.swedeb.se/valtiopaivat-records-pdf/1863-1864/prot_1863-1864_prester_III/prot_1863-1864_prester_III-0359.pdf	1	37	7	det nu är tu tal om den der stora ekonomiska fördelen
https://pdf.swedeb.se/valtiopaivat-records-pdf/1863-1864/prot_1863-1864_prester_III/prot_1863-1864_prester_III-0359.pdf	1	37	13	ståndet rådande opinionen. Det mest besynnerliga af de
https://pdf.swedeb.se/valtiopaivat-records-pdf/1863-1864/prot_1863-1864_prester_III/prot_1863-1864_prester_III-0359.pdf	1	37	15	„farhågan att efter införande af fabriksbränning sedlighetens
https://pdf.swedeb.se/valtiopaivat-records-pdf/1863-1864/prot_1863-1864_prester_III/prot_1863-1864_prester_III-0378.pdf	1	37	3	qvantitet brännvin kan tillverkas, att den motsvarar 10
https://pdf.swedeb.se/valtiopaivat-records-pdf/1863-1864/prot_1863-1864_prester_III/prot_1863-1864_prester_III-0378.pdf	1	37	7	nas form, det erkänner jag gerna — och det är mig äf-
https://pdf.swedeb.se/valtiopaivat-records-pdf/1863-1864/prot_1863-1864_prester_III/prot_1863-1864_prester_III-0378.pdf	1	37	18	erhållit. Vore förhållandet sådant som kyrkoherden Hei-
https://pdf.swedeb.se/valtiopaivat-records-pdf/1863-1864/ptk_1863-1864_talonpojat_II/ptk_1863-1864_talonpojat_II-0409.pdf	1	36	7	toden mukaan se niin ei olisi. Jos tilattomille kuitenkin tahdot=
https://pdf.swedeb.se/valtiopaivat-records-pdf/1863-1864/ptk_1863-1864_talonpojat_II/ptk_1863-1864_talonpojat_II-0409.pdf	1	36	10	ei woinut suostua waliokunnan lausuntoon ja yhtyi siihen mitä
https://pdf.swedeb.se/valtiopaivat-records-pdf/1863-1864/ptk_1863-1864_talonpojat_II/ptk_1863-1864_talonpojat_II-0409.pdf	1	36	13	ettei tilattomia, saadaksensa oikeuden itse edestänsä wastata, pitäisi
https://pdf.swedeb.se/valtiopaivat-records-pdf/1863-1864/ptk_1863-1864_talonpojat_II/ptk_1863-1864_talonpojat_II-0443.pdf	1	37	1	högvördiga ståndet med några förändringar och tillägg an-
https://pdf.swedeb.se/valtiopaivat-records-pdf/1863-1864/ptk_1863-1864_talonpojat_II/ptk_1863-1864_talonpojat_II-0443.pdf	1	37	11	„Vill ridderskapet och adeln att § 6 af betänkandet
https://pdf.swedeb.se/valtiopaivat-records-pdf/1863-1864/ptk_1863-1864_talonpojat_II/ptk_1863-1864_talonpojat_II-0443.pdf	1	37	12	skall helt och hållet utgå?
https://pdf.swedeb.se/valtiopaivat-records-pdf/1863-1864/ptk_1863-1864_talonpojat_II/ptk_1863-1864_talonpojat_II-0590.pdf	1	34	2	Edusmies Warpenius lausui että, jos toisiaanki toiwottiin
https://pdf.swedeb.se/valtiopaivat-records-pdf/1863-1864/ptk_1863-1864_talonpojat_II/ptk_1863-1864_talonpojat_II-0590.pdf	1	34	21	puhuja pitäwänsä selwittää että nimellä „kihlakunta“ la'issa ym=
https://pdf.swedeb.se/valtiopaivat-records-pdf/1863-1864/ptk_1863-1864_talonpojat_II/ptk_1863-1864_talonpojat_II-0590.pdf	1	34	24	Edusmies Mynttinen hywäksyi kohdan.
https://pdf.swedeb.se/valtiopaivat-records-pdf/1867/prot_1867_adeln_III/prot_1867_adeln_III-0235.pdf	1	48	3	hvarest afvikelser från det nu gällande föreslagits.
https://pdf.swedeb.se/valtiopaivat-records-pdf/1867/prot_1867_adeln_III/prot_1867_adeln_III-0235.pdf	1	48	10	allt som kunde få benämning af nyare tidens principer i ämnet.
https://pdf.swedeb.se/valtiopaivat-records-pdf/1867/prot_1867_adeln_III/prot_1867_adeln_III-0235.pdf	1	48	39	Emellertid kan jag icke undertrycka ett beklagande af att
https://pdf.swedeb.se/valtiopaivat-records-pdf/1867/prot_1867_adeln_III/prot_1867_adeln_III-0279.pdf	1	48	27	exakt det belopp, som blifvit utanordnadt till folkskolors under-
https://pdf.swedeb.se/valtiopaivat-records-pdf/1867/prot_1867_adeln_III/prot_1867_adeln_III-0279.pdf	1	48	36	tet uppgifvit, men icke ett erkännande deraf att icke folksko-
https://pdf.swedeb.se/valtiopaivat-records-pdf/1867/prot_1867_adeln_III/prot_1867_adeln_III-0279.pdf	1	48	44	år 1865, ehuru de blifvit utreqvirerade först år 1866. På samma
https://pdf.swedeb.se/valtiopaivat-records-pdf/1867/prot_1867_adeln_II/prot_1867_adeln_II-0170.pdf	1	39	2	ring eller förstöring af de i kyrkor eller andra allmänna bygg-
https://pdf.swedeb.se/valtiopaivat-records-pdf/1867/prot_1867_adeln_II/prot_1867_adeln_II-0170.pdf	1	39	26	färdad, äfvensom att H. K. Majestät i öfrigt måtte vidtaga de
https://pdf.swedeb.se/valtiopaivat-records-pdf/1867/prot_1867_adeln_II/prot_1867_adeln_II-0170.pdf	1	39	29	afseende för ändamålet befinnes nödig, till dessa i ämnet aflåta
https://pdf.swedeb.se/valtiopaivat-records-pdf/1867/prot_1867_borgare_II/prot_1867_borgare_II-0023.pdf	1	40	8	sition beslöts att § 4 i ifrågavarande kap. såsom innehållande
https://pdf.swedeb.se/valtiopaivat-records-pdf/1867/prot_1867_borgare_II/prot_1867_borgare_II-0023.pdf	1	40	17	Då borgareståndet i dag till åtgärd förehaft Lagutskottets
https://pdf.swedeb.se/valtiopaivat-records-pdf/1867/prot_1867_borgare_II/prot_1867_borgare_II-0023.pdf	1	40	29	klockan tolf,“ i 15 § 25 kap. „sist på den trettionde dagen före
https://pdf.swedeb.se/valtiopaivat-records-pdf/1867/prot_1867_borgare_I/prot_1867_borgare_I-0083.pdf	1	45	8	genom i tid vidtagna åtgärder, söka att förekomma alltför stora
https://pdf.swedeb.se/valtiopaivat-records-pdf/1867/prot_1867_borgare_I/prot_1867_borgare_I-0083.pdf	1	45	15	som lemnar medel att bibehålla landets konsumtion på dess när-
https://pdf.swedeb.se/valtiopaivat-records-pdf/1867/prot_1867_borgare_I/prot_1867_borgare_I-0083.pdf	1	45	17	Såsom en följd af de petitioner i ämnet, som landets expor-
https://pdf.swedeb.se/valtiopaivat-records-pdf/1867/prot_1867_borgare_I/prot_1867_borgare_I-0161.pdf	1	35	24	kontrapropositionen var af ståndet antagen och således senare
https://pdf.swedeb.se/valtiopaivat-records-pdf/1867/prot_1867_borgare_I/prot_1867_borgare_I-0161.pdf	1	35	33	ligen fäldt, njute rådrum att det föryttra eller för eget behof
https://pdf.swedeb.se/valtiopaivat-records-pdf/1867/prot_1867_borgare_I/prot_1867_borgare_I-0161.pdf	1	35	34	använda under de första fjorton dagarne af fridlysningstiden
https://pdf.swedeb.se/valtiopaivat-records-pdf/1867/prot_1867_praster_III/prot_1867_praster_III-0078.pdf	1	34	15	Domprosten doktor Borg ansåg saken helt och hållet oprak-
https://pdf.swedeb.se/valtiopaivat-records-pdf/1867/prot_1867_praster_III/prot_1867_praster_III-0078.pdf	1	34	18	skjutsandes hästar vara fullt ut lika tung som dubbelt tyngre vagn
https://pdf.swedeb.se/valtiopaivat-records-pdf/1867/prot_1867_praster_III/prot_1867_praster_III-0078.pdf	1	34	33	framställd proposition, enhälligt enligt utskottets betänkande.
https://pdf.swedeb.se/valtiopaivat-records-pdf/1867/prot_1867_praster_II/prot_1867_praster_II-0224.pdf	1	47	24	brytaren skall underkastas åtminstone samma mått af lidande som
https://pdf.swedeb.se/valtiopaivat-records-pdf/1867/prot_1867_praster_II/prot_1867_praster_II-0224.pdf	1	47	27	som gör sinom nästa skada, honom skall man göra såsom han
https://pdf.swedeb.se/valtiopaivat-records-pdf/1867/prot_1867_praster_II/prot_1867_praster_II-0224.pdf	1	47	43	men icke återvinnes det derigenom att ett annat förspilles. Icke
https://pdf.swedeb.se/valtiopaivat-records-pdf/1867/prot_1867_praster_I/prot_1867_praster_I-0097.pdf	1	29	2	icke deltagit i beslutet om arfvodesbeloppet, utan endast för upp-
https://pdf.swedeb.se/valtiopaivat-records-pdf/1867/prot_1867_praster_I/prot_1867_praster_I-0097.pdf	1	29	16	Lampén kunde bestämmas arfvode till lika belopp som åt stiftets
https://pdf.swedeb.se/valtiopaivat-records-pdf/1867/prot_1867_praster_I/prot_1867_praster_I-0097.pdf	1	29	21	På framställning af herr talemannen gillade ståndet enhälligt
https://pdf.swedeb.se/valtiopaivat-records-pdf/1867/ptk_1867_talonpojat_II/ptk_1867_talonpojat_II-0249.pdf	1	41	11	rättävä, otetaanko kutsumus kuuloon vai ei, ja sitte vasta keskus-
https://pdf.swedeb.se/valtiopaivat-records-pdf/1867/ptk_1867_talonpojat_II/ptk_1867_talonpojat_II-0249.pdf	1	41	13	Edusmies Kumpulainen lausui puheena olevalla kysymyk-
https://pdf.swedeb.se/valtiopaivat-records-pdf/1867/ptk_1867_talonpojat_II/ptk_1867_talonpojat_II-0249.pdf	1	41	37	Nykyiset olot olivat erinomaittain hyvät. Vanhat juomarit puhujan
https://pdf.swedeb.se/valtiopaivat-records-pdf/1867/ptk_1867_talonpojat_I/ptk_1867_talonpojat_I-0102.pdf	1	33	22	Arvoisan Talonpoikaissäädyn puhemiehelle.
https://pdf.swedeb.se/valtiopaivat-records-pdf/1867/ptk_1867_talonpojat_I/ptk_1867_talonpojat_I-0102.pdf	1	33	23	Hänen Keisarilliselle Majesteetillensä alamaisuudessa ilmoit-
https://pdf.swedeb.se/valtiopaivat-records-pdf/1867/ptk_1867_talonpojat_I/ptk_1867_talonpojat_I-0102.pdf	1	33	26	toimitetun murhayrityksen johdosta, on Hänen Majesteettinsä suo-
https://pdf.swedeb.se/valtiopaivat-records-pdf/1867/ptk_1867_talonpojat_I/ptk_1867_talonpojat_I-0317.pdf	1	34	14	nööriä“, joka puhujan mielestä olisi erhetyttävä, vaihdettaisiin lau-
https://pdf.swedeb.se/valtiopaivat-records-pdf/1867/ptk_1867_talonpojat_I/ptk_1867_talonpojat_I-0317.pdf	1	34	19	Edusmiehet Kumpulainen ja Slotte, jotka olivat pyytä-
https://pdf.swedeb.se/valtiopaivat-records-pdf/1867/ptk_1867_talonpojat_I/ptk_1867_talonpojat_I-0317.pdf	1	34	29	Edusmies Kylmälä piti puheenalaisen §:n epäselvänä siinä
https://pdf.swedeb.se/valtiopaivat-records-pdf/1872/prot_1872_adeln_III/prot_1872_adeln_III-0377.pdf	1	48	1	jernväg skall gå fram är långt ifrån detalj, — icke skulle blifva föremål
https://pdf.swedeb.se/valtiopaivat-records-pdf/1872/prot_1872_adeln_III/prot_1872_adeln_III-0377.pdf	1	48	28	tit böra bringas till utförande, nemligen Tammerfors och Wiiala—
https://pdf.swedeb.se/valtiopaivat-records-pdf/1872/prot_1872_adeln_III/prot_1872_adeln_III-0377.pdf	1	48	33	enligt sitt åtagande och koncessionsaftalet, skulle, i händelse så
https://pdf.swedeb.se/valtiopaivat-records-pdf/1872/prot_1872_adeln_III/prot_1872_adeln_III-0454.pdf	1	60	19	— ang. pet. om ett ständerhus II 79, III 353, 408
https://pdf.swedeb.se/valtiopaivat-records-pdf/1872/prot_1872_adeln_III/prot_1872_adeln_III-0454.pdf	1	60	29	— and. pet. om inträttande af en högsta domstol II 1, 118
https://pdf.swedeb.se/valtiopaivat-records-pdf/1872/prot_1872_adeln_III/prot_1872_adeln_III-0454.pdf	1	60	44	III 354.
https://pdf.swedeb.se/valtiopaivat-records-pdf/1872/prot_1872_adeln_II/prot_1872_adeln_II-0294.pdf	1	48	10	verkets fonder och de egentliga bankfonderna. De skäl, som
https://pdf.swedeb.se/valtiopaivat-records-pdf/1872/prot_1872_adeln_II/prot_1872_adeln_II-0294.pdf	1	48	19	beträffar, innehåller det sista momentet, att banken utgifver till
https://pdf.swedeb.se/valtiopaivat-records-pdf/1872/prot_1872_adeln_II/prot_1872_adeln_II-0294.pdf	1	48	42	nare delen af paragrafen beträffar, har bankutskottet gjort ett
https://pdf.swedeb.se/valtiopaivat-records-pdf/1872/prot_1872_borgare_III/prot_1872_borgare_III-0417.pdf	1	37	14	Denna proposition besvarades med öfvervägande nej.
https://pdf.swedeb.se/valtiopaivat-records-pdf/1872/prot_1872_borgare_III/prot_1872_borgare_III-0417.pdf	1	37	30	att lemna dessa helt och hållet åt sitt öde och blott stifta
https://pdf.swedeb.se/valtiopaivat-records-pdf/1872/prot_1872_borgare_III/prot_1872_borgare_III-0417.pdf	1	37	34	och minutförsäljare äfvensom gästgifvare i stad eller på lan-
https://pdf.swedeb.se/valtiopaivat-records-pdf/1872/prot_1872_borgare_II/prot_1872_borgare_II-0145.pdf	1	37	6	det antoge betänkandet, ville för sin del besluta till att uti
https://pdf.swedeb.se/valtiopaivat-records-pdf/1872/prot_1872_borgare_II/prot_1872_borgare_II-0145.pdf	1	37	13	Nådig proposition om vattenverk och vattenledningar i lan-
https://pdf.swedeb.se/valtiopaivat-records-pdf/1872/prot_1872_borgare_II/prot_1872_borgare_II-0145.pdf	1	37	37	sionären sysselsätter endast några få personer med arbete,
https://pdf.swedeb.se/valtiopaivat-records-pdf/1872/prot_1872_borgare_I/prot_1872_borgare_I-0552.pdf	1	36	11	att, på skäl som Herr Frey anfört, orden “utdelning af“
https://pdf.swedeb.se/valtiopaivat-records-pdf/1872/prot_1872_borgare_I/prot_1872_borgare_I-0552.pdf	1	36	22	för nu ifrågavarande upphörd.
https://pdf.swedeb.se/valtiopaivat-records-pdf/1872/prot_1872_borgare_I/prot_1872_borgare_I-0552.pdf	1	36	23	Herr Frey förenade sig med Herr Tengström om
https://pdf.swedeb.se/valtiopaivat-records-pdf/1872/prot_1872_praster_III/prot_1872_praster_III-0121.pdf	1	45	9	här har begärts ökadt anslag, utan att något ändemål uppgifvits,
https://pdf.swedeb.se/valtiopaivat-records-pdf/1872/prot_1872_praster_III/prot_1872_praster_III-0121.pdf	1	45	14	hänför sig till den första uppsättningen af verkstäder och skolor.
https://pdf.swedeb.se/valtiopaivat-records-pdf/1872/prot_1872_praster_III/prot_1872_praster_III-0121.pdf	1	45	35	visoriskt, vill jag anmärka att meningen med dem ju varit sådan,
https://pdf.swedeb.se/valtiopaivat-records-pdf/1872/prot_1872_praster_III/prot_1872_praster_III-0459.pdf	1	45	2	två ojäfvige nämndemän, efter af fastighetsägaren kungjord termin,
https://pdf.swedeb.se/valtiopaivat-records-pdf/1872/prot_1872_praster_III/prot_1872_praster_III-0459.pdf	1	45	12	qvasi-fastighet, som här är i fråga. Skulle nu den kejserliga pro-
https://pdf.swedeb.se/valtiopaivat-records-pdf/1872/prot_1872_praster_III/prot_1872_praster_III-0459.pdf	1	45	40	hela andragande var en med ingress försedd mention. Här säges
https://pdf.swedeb.se/valtiopaivat-records-pdf/1872/prot_1872_praster_II/prot_1872_praster_II-0235.pdf	1	43	13	mening hyllas äfven af de rättslärde både i Sverige och de civili-
https://pdf.swedeb.se/valtiopaivat-records-pdf/1872/prot_1872_praster_II/prot_1872_praster_II-0235.pdf	1	43	15	kriminella; den finske prokuratorns åsigt betyder emot desses
https://pdf.swedeb.se/valtiopaivat-records-pdf/1872/prot_1872_praster_II/prot_1872_praster_II-0235.pdf	1	43	42	gällande författning angående urarfvagörelse af den 9 nov. 1868
https://pdf.swedeb.se/valtiopaivat-records-pdf/1872/ptk_1872_talonpojat_II/ptk_1872_talonpojat_II-0355.pdf	1	46	20	316, 326, 336, 337, 338, 339, 346, 351, 360, 366, 367, 381
https://pdf.swedeb.se/valtiopaivat-records-pdf/1872/ptk_1872_talonpojat_II/ptk_1872_talonpojat_II-0355.pdf	1	46	27	697, 704, 709, 714, 718, 726, 732, 739, 745, 751, 771, 772,
https://pdf.swedeb.se/valtiopaivat-records-pdf/1872/ptk_1872_talonpojat_II/ptk_1872_talonpojat_II-0355.pdf	1	46	46	————— valittu jäseneksi kunnallishallitus-valiokuntaan. I. 20.
https://pdf.swedeb.se/valtiopaivat-records-pdf/1872/ptk_1872_talonpojat_II/ptk_1872_talonpojat_II-0384.pdf	1	47	8	————— niiden tilan parantamisesta kts. anom. ehd. n:o 27
https://pdf.swedeb.se/valtiopaivat-records-pdf/1872/ptk_1872_talonpojat_II/ptk_1872_talonpojat_II-0384.pdf	1	47	10	————— helpoituksista niiden perinnöksi lunastamisessa, kts. anom. ehd.
https://pdf.swedeb.se/valtiopaivat-records-pdf/1872/ptk_1872_talonpojat_II/ptk_1872_talonpojat_II-0384.pdf	1	47	32	————— sen asettamisesta Jyväskylään, kts. anom. ehd. n:o 24,
https://pdf.swedeb.se/valtiopaivat-records-pdf/1872/ptk_1872_talonpojat_I/ptk_1872_talonpojat_I-0425.pdf	1	42	19	verojakaan tarvitsisi koroittaa. — Viimeksi tahtoi puhuja edus-
https://pdf.swedeb.se/valtiopaivat-records-pdf/1872/ptk_1872_talonpojat_I/ptk_1872_talonpojat_I-0425.pdf	1	42	23	Edusmies Puhakka piti hoitolaitosta kyllä tarpeellisena,
https://pdf.swedeb.se/valtiopaivat-records-pdf/1872/ptk_1872_talonpojat_I/ptk_1872_talonpojat_I-0425.pdf	1	42	40	Landtdagsmannen Rosendal anhöll att få erinra derom,
https://pdf.swedeb.se/valtiopaivat-records-pdf/1877-1878/prot_1877-1878_borgare_III/prot_1877-1878_borgare_III-0105.pdf	1	42	6	§ 1.
https://pdf.swedeb.se/valtiopaivat-records-pdf/1877-1878/prot_1877-1878_borgare_III/prot_1877-1878_borgare_III-0105.pdf	1	42	28	nad emellan kommunen och församlingen. Församlingen är dock
https://pdf.swedeb.se/valtiopaivat-records-pdf/1877-1878/prot_1877-1878_borgare_III/prot_1877-1878_borgare_III-0105.pdf	1	42	39	faller mig också innehålla en hel mängd onödiga bestämningar
https://pdf.swedeb.se/valtiopaivat-records-pdf/1877-1878/prot_1877-1878_borgare_III/prot_1877-1878_borgare_III-0169.pdf	1	46	3	nom det senare tillkomna åliggandet att skjutsa posten, hvilken
https://pdf.swedeb.se/valtiopaivat-records-pdf/1877-1878/prot_1877-1878_borgare_III/prot_1877-1878_borgare_III-0169.pdf	1	46	22	teras i det syfte jag haft äran nämna.
https://pdf.swedeb.se/valtiopaivat-records-pdf/1877-1878/prot_1877-1878_borgare_III/prot_1877-1878_borgare_III-0169.pdf	1	46	30	om återremiss åsyftat. I sin egenskap af ett provisorium går lag-
https://pdf.swedeb.se/valtiopaivat-records-pdf/1877-1878/prot_1877-1878_borgare_I/prot_1877-1878_borgare_I-0328.pdf	1	39	27	Herr Ignatius förslog att propositionen skulle, på samma
https://pdf.swedeb.se/valtiopaivat-records-pdf/1877-1878/prot_1877-1878_borgare_I/prot_1877-1878_borgare_I-0328.pdf	1	39	29	till sammansatta Lag- och Ekonomiutskottet.
https://pdf.swedeb.se/valtiopaivat-records-pdf/1877-1878/prot_1877-1878_borgare_I/prot_1877-1878_borgare_I-0328.pdf	1	39	32	jag dock något skäl ej förefinnas för att nu vidtaga en dylik med
https://pdf.swedeb.se/valtiopaivat-records-pdf/1877-1878/prot_1877-1878_praster_III/prot_1877-1878_praster_III-0274.pdf	1	45	4	en sådan uppbörd som denna. Men då ständerna nu hafva beslutit
https://pdf.swedeb.se/valtiopaivat-records-pdf/1877-1878/prot_1877-1878_praster_III/prot_1877-1878_praster_III-0274.pdf	1	45	11	formitet med det beslut, som ståndet fattat i anledning af nådiga
https://pdf.swedeb.se/valtiopaivat-records-pdf/1877-1878/prot_1877-1878_praster_III/prot_1877-1878_praster_III-0274.pdf	1	45	12	propositionens 4 § och dess 3 mom. och anser äfven, att de be-
https://pdf.swedeb.se/valtiopaivat-records-pdf/1877-1878/prot_1877-1878_praster_II/prot_1877-1878_praster_II-0338.pdf	1	42	16	lefnadssätt hos en person, som inom annan än egen kommun be-
https://pdf.swedeb.se/valtiopaivat-records-pdf/1877-1878/prot_1877-1878_praster_II/prot_1877-1878_praster_II-0338.pdf	1	42	32	Prosten Rosengren: Jag för min del godkänner utskot-
https://pdf.swedeb.se/valtiopaivat-records-pdf/1877-1878/prot_1877-1878_praster_II/prot_1877-1878_praster_II-0338.pdf	1	42	38	som förekommer i den kejserliga propositionen och anser den-
